product_code;visited;add_to_cart;shipped
5937186313;718;155;23
6978938794;1029;197;23
5852730659;864;98;11
6966546437;707;71;11
6804024622;730;146;28
6913576163;909;119;28
6792964259;779;86;17
5936134268;1255;144;23
7086204925;960;67;10
7145532945;1145;198;10
7231936889;803;73;10
6822538131;945;130;22
6062750335;657;89;23
6806486052;585;111;23
5857426680;2107;165;11
6125122700;728;169;22
7271654755;866;163;21
5850992712;571;78;10
5276878457;1717;196;10
7070488150;897;125;16
7048976783;1976;215;21
6937950043;2677;323;20
5861370058;805;53;11
6285160436;539;89;9
5855126017;1360;236;21
5849676898;495;118;20
5851862592;663;69;10
7211026417;1088;134;16
6306598397;661;141;20
6878090544;1372;159;21
5858084179;434;71;12
5852026388;412;68;10
7045948165;1115;159;15
7048934674;991;214;20
6075058325;445;79;20
7217838745;1187;189;15
7258946594;753;83;9
7049120774;1215;156;20
5854002716;742;86;10
5461676790;2624;373;43
5852058983;483;124;20
5855146152;568;109;20
6403182761;684;145;23
7258942054;562;67;8
7141674938;390;58;14
6830656816;562;118;19
6923246855;615;103;9
6403410802;531;109;18
6393310228;426;65;14
6913606147;476;159;22
5858050781;1423;124;11
7211068495;1183;110;14
6430442975;703;142;18
6795008723;1054;118;8
6937926796;1035;192;23
6944714172;753;71;8
5857386321;653;134;18
6137054310;715;57;8
5857604940;664;94;9
5850770800;605;133;18
6944728970;774;129;8
6074734919;858;111;22
7049082943;723;189;18
7295072805;186;61;12
7247974980;844;125;13
6314978787;934;147;13
6870978244;810;187;22
6255218726;728;81;7
5854172384;393;99;17
5854042224;1653;126;7
6850160061;449;101;17
5851218282;2055;242;8
5858182042;467;66;8
6306068348;1176;241;17
5848882788;794;92;16
7167716427;332;44;6
5850792825;488;124;17
6983842404;1118;188;21
6272680788;481;116;16
5850982278;629;125;20
6167306507;840;111;15
5858122716;1087;87;10
6817526089;319;81;16
5852692229;1192;155;8
6207922759;859;79;11
5857710062;839;83;8
5854056619;787;82;8
5855314767;281;39;7
7259030514;332;43;7
6870982341;733;180;16
6331436858;581;65;7
5852020754;927;57;6
7232092560;1148;127;7
6811778045;537;78;15
6403382981;446;90;15
7217920024;1209;127;11
5861564211;465;83;15
7225402677;854;79;11
6918018806;409;79;14
6397866420;487;91;14
7141576226;868;92;11
7048840136;1414;238;14
7045308503;840;139;11
7141698366;789;111;11
6397846453;489;122;19
6074812455;1031;99;15
7225396050;495;79;11
7066468966;645;145;11
6009216737;473;91;14
6009234288;384;103;14
5861444497;494;72;6
5849820404;490;94;14
6397870565;383;91;14
5936002640;524;92;13
6958146124;1045;52;6
7145590736;1154;75;6
7258904568;573;71;6
5854254199;842;75;14
6125122246;647;140;17
5861528211;494;53;6
7223796927;587;70;10
5849070460;359;67;13
6805676619;607;87;13
5852272632;356;72;12
5852020338;374;33;6
6850156786;380;101;13
5858080052;305;25;6
5858190054;441;57;6
7225352713;446;39;10
7045272345;717;52;9
6805762471;404;51;12
5861280545;322;37;6
7295366143;211;64;8
5858148077;1478;235;7
6356750712;369;90;12
7211078620;599;80;9
5850862466;446;52;11
5861490375;493;46;5
6947264394;467;76;14
5861312531;340;37;5
6238092975;448;68;9
6380896401;369;76;11
5861294830;283;38;5
6125094802;470;82;11
5857476138;502;118;11
7155246468;288;53;8
6242316713;165;28;10
7070404007;769;153;8
5852538606;982;64;5
7155222891;532;88;8
7141552781;549;98;8
6376086795;289;57;10
6342214027;301;46;8
6927168877;761;86;10
7141666250;212;40;8
6125128667;463;133;14
7295318351;181;51;7
6822418754;333;72;10
6970368665;338;60;10
6376158765;497;73;10
6062764295;472;42;13
7066524585;405;55;7
6859770922;428;65;10
7049076716;767;59;9
5855898341;303;45;10
6947292123;204;38;9
6921210700;241;29;4
5856010021;773;40;4
6859772229;275;69;10
6376148364;430;46;9
6443750060;312;54;9
6859758983;330;54;9
5855936106;221;52;9
5857444048;675;62;8
7258982201;233;17;4
5855280711;233;38;4
7142118891;244;44;7
6331490454;266;42;4
6393282636;357;54;9
5854068172;706;42;4
7295262940;118;35;6
7070442037;618;72;7
6817584047;304;46;9
6403210434;419;65;8
5850830494;1324;43;12
6862510573;623;80;9
5855852426;466;88;9
7113756196;1160;91;4
6805786132;413;35;8
6062732359;854;97;8
6464628004;542;55;8
6923254791;1046;122;4
6443980776;277;49;8
6466974603;279;40;8
6271752741;243;68;8
5848910915;2666;382;10
6937918604;812;128;8
5854052328;615;73;4
7295340351;180;26;5
6932450027;491;47;8
5852076144;301;27;5
4636430843;854;78;3
6380828448;315;64;8
7009108412;289;43;8
5861286934;412;58;4
7295400025;222;53;5
5858608427;1170;253;9
6370128641;565;42;6
4560372619;405;17;3
7259360868;837;74;7
7295236266;164;38;5
6207884875;381;44;5
7066446809;607;39;5
5852436530;477;35;3
6958130474;389;34;3
6934954953;463;94;6
6207882718;356;78;5
6376124228;297;63;7
6805668489;311;78;7
5855830855;237;31;7
5857360853;2509;140;6
6486634024;160;31;7
6421998192;383;77;7
5861460618;269;53;3
6207896964;310;43;6
6376144685;287;55;7
7068808253;336;25;5
6074884961;252;40;6
7049130761;462;59;6
7217786447;365;53;5
6376038483;642;102;5
7101614977;337;50;5
5851992316;584;49;3
6306064850;248;46;6
5861304819;564;58;3
5563394811;858;96;3
6466768726;392;64;6
7048962863;1258;197;3
6913596196;220;51;6
7295222716;121;24;4
6991738254;384;60;6
5858168702;471;50;3
6171062947;991;94;6
5857416126;158;43;6
7295376767;426;47;4
5854554530;215;63;6
6817606170;224;22;5
7049022995;326;25;5
6470634675;382;52;5
7045236399;320;31;4
5849678223;436;74;5
6818356137;503;42;5
6700602806;261;34;5
7211100229;329;42;4
7231456312;401;42;4
6113422596;752;60;5
6189456609;416;65;7
7225344805;352;47;4
6850118860;303;40;5
5249638141;570;79;2
5848774969;2034;235;5
6285352479;1093;215;2
5857432195;631;117;6
5854038855;314;30;2
6169150395;611;97;2
6811742617;350;29;3
7231906027;697;62;2
6346242723;252;36;3
5861454473;214;23;2
7259310455;586;49;2
7259100194;289;36;2
7258884185;240;19;2
5861462550;213;19;2
5861504056;416;47;2
6830696636;298;33;4
6368268319;346;94;6
7295376165;272;52;3
6502284016;131;21;4
7252046965;538;59;3
6362962381;275;38;4
6811754949;255;56;4
5861258737;287;22;2
6733160672;113;15;3
7049122208;501;46;4
5848974567;1617;268;5
6926832278;194;35;4
7066544048;342;38;3
6838230696;229;32;4
6422012078;151;17;4
5861258890;174;28;2
7214196002;248;14;3
6306160529;218;35;3
6700864194;207;17;4
6306158114;172;25;3
5862142037;725;160;4
6009226608;189;27;4
6805780344;501;53;4
5858560603;277;50;3
7248184861;448;50;3
5852028634;438;49;2
5849006184;908;117;4
5857330819;442;63;3
6376110952;236;12;3
5858974457;497;10;4
5849644865;602;129;4
5849016869;344;86;3
6199832997;204;15;3
6320106549;3051;162;3
6804190042;218;33;3
5858932922;370;126;4
5849098693;200;44;3
5849122443;270;60;4
6319024574;244;19;3
5850976453;673;58;4
6685402497;149;8;3
6342270105;63;9;3
6817620289;197;40;3
6242350491;68;14;3
6733172473;66;4;2
7295272270;77;11;2
7295362481;159;25;2
6532478612;252;37;3
5901428275;55;2;1
7153906666;193;20;2
7158144966;410;33;2
7141684350;308;32;2
6783068115;142;20;2
6315028437;160;29;2
7066494233;211;23;2
7266828276;47;6;1
6421988328;542;28;2
6733186237;157;20;2
7266844024;65;7;1
6685656073;479;60;3
6623266436;341;26;2
7296482679;143;18;1
7266830312;54;4;1
5861290545;282;28;1
7259094380;268;19;1
6934942762;279;42;2
6376008918;171;17;2
6242306592;115;23;2
5854136340;739;156;3
6380858167;257;31;2
7258874537;246;20;1
7259046933;196;12;1
6921226180;195;19;1
6125120525;500;24;2
5849708441;187;32;2
6850160329;187;35;2
6320130860;163;32;2
6947250459;297;38;2
6272726277;133;16;2
6264224711;10;3;2
6685324029;464;31;2
6466718864;241;21;2
6376184458;115;18;2
7049036779;475;25;2
5855944303;297;36;3
5849724144;446;112;2
6680522673;137;23;2
5858112688;131;19;1
6403240883;143;37;2
6207902040;190;22;2
6376072359;179;20;2
7295272029;104;20;1
5850850974;31;6;2
6189608761;345;63;2
7295264951;95;18;1
5848796942;520;89;2
6272652797;236;20;1
7211024581;220;21;1
6272624932;187;15;1
5850898783;516;12;2
6794454111;208;37;1
7214054765;101;13;1
7214130726;115;22;1
6470614985;95;14;1
5850954135;310;28;2
7070524324;285;42;1
7066532685;201;18;1
6788080837;75;6;1
6376072136;120;19;1
6430450174;154;41;1
6009260413;21;6;1
5852272556;454;31;1
5858546573;87;21;1
6376174539;89;25;1
6421984521;137;27;1
5849832271;212;35;1
6443982425;84;12;1
5850884174;165;13;1
6818178182;529;44;1
5858564058;245;31;1
7033158201;224;18;1
5850958367;323;49;1
5858960323;397;79;1
5858990594;274;20;1
7295382003;80;11;0
7266850292;87;7;0
7266828465;52;5;0
7266728042;31;1;0
7261408702;339;29;0
7218130822;2;0;0
7218120580;10;5;0
7214856333;166;17;0
7214844518;285;18;0
7214236442;203;11;0
7214124150;73;2;0
7211018926;296;22;0
7155290027;89;12;0
7155240531;163;23;0
7153878986;124;13;0
7070496027;107;5;0
7063984782;102;9;0
7060506164;1;0;0
7049166362;18;2;0
7049162291;17;3;0
7049140806;12;4;0
7049110289;1;3;0
7049094077;115;13;0
7049044150;0;1;0
7049006304;0;1;0
7048866923;3;1;0
7048784699;2;6;0
7048638820;47;10;0
7048584571;0;2;0
7004370197;3;2;0
6947484293;170;12;0
6892294564;0;4;0
6884862718;39;134;0
6882756110;0;2;0
6877746080;47;3;0
6846484052;14;5;0
6846446614;1;4;0
6793042496;263;16;0
6733218497;117;8;0
6733196749;44;4;0
6733172747;193;17;0
6700712850;74;3;0
6686186373;7;2;0
6685612991;0;3;0
6685400998;1;2;0
6596872043;0;0;0
6444018843;145;18;0
6403296036;2;1;0
6403292887;2;1;0
6380918074;147;23;0
6375996558;1;4;0
6364634264;1;0;0
6356454865;87;12;0
6331004661;2;15;0
6330982923;3;3;0
6318986957;302;6;0
6290398643;57;10;0
6290364904;148;12;0
6280604576;12;2;0
6280582672;313;57;0
6264182133;319;59;0
6238192226;106;11;0
6233910855;132;29;0
6219174638;52;11;0
6207824960;173;14;0
6197076914;5308;186;0
6196916003;563;62;0
6192308815;1;1;0
6192292563;0;5;0
6192236762;1;0;0
6192194748;0;2;0
6138060028;1;5;0
6136670584;1;1;0
6136662777;1;0;0
6136656492;0;1;0
6123936412;1;0;0
6062738705;1;2;0
6044138595;0;1;0
6035106768;1;0;0
5991114819;1;3;0
5991056661;1;2;0
5976950539;0;8;0
5901456518;9;10;0
5901244528;1;0;0
5901158166;0;1;0
5901086167;1;0;0
5861544428;0;1;0
5861530905;0;2;0
5861432065;0;3;0
5861380792;0;1;0
5861344926;0;1;0
5861310701;262;24;0
5861260846;262;14;0
5859020416;1;1;0
5859010409;0;2;0
5859008279;37;17;0
5858866971;0;0;0
5858866806;0;2;0
5858644387;0;1;0
5858568127;0;1;0
5858544918;0;1;0
5858400679;0;2;0
5858380417;0;13;0
5858368071;0;1;0
5858356433;0;1;0
5858150420;9;6;0
5858068499;599;71;0
5858044810;0;2;0
5857284533;0;1;0
5857278701;0;1;0
5857258176;0;1;0
5857254506;0;1;0
5857254066;0;1;0
5857230802;0;1;0
5855972069;172;34;0
5855664140;0;2;0
5855576037;0;2;0
5855128132;0;1;0
5855112352;0;1;0
5854982683;0;3;0
5854890775;1;3;0
5854612121;0;0;0
5854362118;0;2;0
5854320540;0;1;0
5854306917;0;1;0
5854210927;0;1;0
5854152707;0;1;0
5854014908;341;42;0
5852712094;135;4;0
5852302991;0;1;0
5852262151;3;3;0
5852214167;0;1;0
5852206520;0;7;0
5852182927;2;2;0
5852140478;1;0;0
5851996811;263;24;0
5850988371;35;8;0
5850946299;169;4;0
5850922929;47;9;0
5850914116;0;2;0
5850814599;0;6;0
5850782595;0;1;0
5849808297;214;52;0
5849804210;39;7;0
5849798102;0;2;0
5849764407;1;0;0
5849758629;0;3;0
5849756007;1;0;0
5849740592;0;1;0
5849708776;0;1;0
5849674518;2;7;0
5849620532;0;2;0
5849124341;1;1;0
5849064834;407;78;0
5848964755;3;1;0
5848946698;2;2;0
5848900830;0;3;0
5847822274;0;1;0
5822434100;892;25;0
5720006933;1;0;0
5719876130;0;1;0
5719864183;0;1;0
5717296444;1;0;0
5689068349;0;1;0
5688954637;1;2;0
5688812641;1;3;0
5667720569;1;0;0
5667602831;2;1;0
5667476641;1;0;0
5667060698;1;0;0
5657054235;1;0;0
5657000331;15;0;0
5563672146;0;1;0
5431904889;2;0;0
5364190115;1;0;0
5256034199;1;0;0
5151438826;1;0;0
5148366597;2;1;0
5148126904;1;0;0
5148100572;1;0;0
5147982318;1;0;0
5147528986;1;0;0
5147314270;1;0;0
5147234125;1;0;0
5147188832;1;0;0
5067808370;1;0;0
5043044508;1;0;0
5008902843;1;0;0
4924712148;1;0;0
4905726013;1;0;0
4905724140;3;0;0
4905468173;2;0;0
4790908339;1;0;0
4790840846;0;1;0
4790810470;2;0;0
4790732469;3;8;0
4790728740;1;0;0
4790728629;2;0;0
4789330194;2;0;0
4762794063;1;0;0
4757512149;1;0;0
4753474562;1;0;0
4753394846;1;0;0
4753172435;1;0;0
4753104867;1;0;0
4753056891;1;0;0
4751938264;1;0;0
4751842450;1;0;0
4748534846;2;0;0
4726078356;1;0;0
4712632697;1;0;0
4663730597;1;0;0
4663390844;1;0;0
4626776659;1;0;0
4626742398;2;0;0
4626642721;1;0;0
4626580282;2;0;0
4626364711;1;0;0
4546058592;2;0;0
4545958684;2;0;0
4531400087;1;0;0
4494062137;0;0;0
4394274022;1;0;0
4394042565;1;0;0
4250894695;1;0;0
4232962783;1;0;0
4231224226;1;0;0
4108732066;2;0;0
4108654601;0;1;0
4108580534;3;1;0
4108276752;1;0;0
4108096063;1;0;0
4071670764;2;0;0
4021468449;1;0;0
3949890324;2;0;0
3779934491;2;0;0
3779902395;1;0;0
3742596745;6;0;0
3201470717;1;0;0
3201424682;1;0;0
3201344675;2;0;0
3200350197;1;3;0
3199446388;1;0;0
3198016955;2;0;0
3197956564;2;0;0
3196522508;1;0;0
3195644678;1;0;0
3193752898;1;0;0
3193580521;2;0;0
3192240407;0;2;0
3191610167;3;1;0
3187616146;1;0;0
3185036939;1;0;0
3163230313;1;0;0
3080764690;1;0;0
3003988270;2;0;0
2977282395;1;0;0
2772308175;1;0;0
2771530308;0;5;0
2771080545;4;0;0
2697452337;1;0;0
2697080680;2;0;0
2696766359;2;0;0
2667910248;0;0;0
2480652516;0;0;0
2364916825;2;0;0
2259084003;1;0;0
2016002449;1;0;0
2014130616;1;1;0
1961142037;1;0;0
1960964510;1;0;0
1960732821;2;0;0
1960652531;2;0;0
1959752653;1;0;0
1958594493;4;0;0
1958316020;4;0;0
1958140401;2;0;0
1958038115;1;0;0
1956924104;1;0;0
1955532580;1;0;0
1921550842;1;0;0
1921318623;2;0;0
1917262805;1;1;0
1909218267;2;0;0
1908954222;0;1;0
1908874010;1;0;0
1907228783;1;0;0
1906852298;0;2;0
1880876141;1;0;0
1874862907;0;0;0
1874794154;1;0;0
1874728372;1;0;0
1874636897;1;0;0
1873982876;1;0;0
1873792759;1;0;0
1873782104;1;0;0
1873582435;2;0;0
1873554238;2;0;0
1873482646;2;0;0
1873388251;1;0;0
1392720693;3;0;0
1392698591;3;0;0
1392600589;2;6;0
1392580161;2;0;0
1392462838;6;0;0
1392212534;2;0;0
1391724401;2;2;0
1378700148;0;1;0
1108326016;1;0;0
1108302384;1;0;0
1108302359;1;0;0
1108300329;1;0;0
1108262968;1;0;0
1087948551;1;0;0
