sku_internal;varian;varian_kosong;stock;umur_stock;avg_daily_sales
APP100319;6;0;638;71;9
APP100325;6;0;266;133;2
APP100326;6;6;0;0;0
APP100266;6;6;0;0;0
APP100492;6;0;553;56;10
APP100268;6;6;0;0;0
APP100118;6;0;435;49;9
APP100141;6;0;332;83;4
APP100358;6;0;1067;47;23
APP100295;6;6;0;0;0
APP100227;6;0;530;59;9
APP100305;6;1;9;3;3
APP100382;6;0;432;48;9
APP100152;6;6;0;0;0
APP100120;6;0;540;180;3
APP100392;6;0;1783;55;33
APP100330;6;0;481;41;12
APP100262;6;3;16;16;1
APP100160;6;6;0;0;0
APP100243;6;2;16;16;1
APP100163;6;6;0;0;0
APP100355;6;0;518;48;11
APP100167;6;6;0;0;0
APP100312;6;6;0;0;0
APP100171;6;6;0;0;0
APP100247;6;1;30;30;1
APP100174;6;6;0;0;0
APP100272;6;6;0;0;0
APP100179;6;0;1235;34;37
APP100499;6;0;157;53;3
APP100271;6;6;0;0;0
APP100175;6;6;0;0;0
APP100273;6;6;0;0;0
APP100274;6;6;0;0;0
APP100265;6;6;0;0;0
APP100298;6;6;0;0;0
APP100139;6;0;340;85;4
APP100384;6;6;0;0;0
APP100311;6;6;0;0;0
APP100339;6;0;440;40;11
APP100313;6;6;0;0;0
APP100162;6;6;0;0;0
APP100334;6;0;405;203;2
APP100350;6;0;427;86;5
APP100132;6;0;777;60;13
APP100130;6;1;20;20;1
APP100131;6;1;7;7;1
APP100140;6;0;169;34;5
APP100210;6;5;2;2;1
APP100335;6;0;249;83;3
APP100215;6;3;9;0;0
APP100213;6;1;7;7;1
APP100285;6;0;389;65;6
APP100146;6;2;12;12;1
APP100337;6;0;407;68;6
APP100342;6;6;0;0;0
APP1300357;6;0;1137;67;17
APP1300372;6;0;1045;48;22
APP100343;6;6;0;0;0
APP100375;6;0;1014;85;12
APP100267;6;6;0;0;0
APP100356;6;0;307;77;4
APP100301;6;3;3;0;0
APP100232;6;3;11;11;1
APP100340;6;0;363;46;8
APP100095;6;0;153;51;3
APP100103;6;0;1081;28;40
APP100148;6;3;104;104;1
APP100185;6;6;0;0;0
APP100318;6;0;319;64;5
APP100251;6;1;14;0;0
APP100106;6;0;334;56;6
APP100205;6;1;9;5;2
APP100286;6;0;236;48;5
APP100287;6;0;240;80;3
APP100440;5;0;202;51;4
APP100443;5;1;379;76;5
APP100383;6;0;319;107;3
APP100381;6;0;50;50;1
APP100178;6;0;229;115;2
APP100486;6;0;251;42;6
APP100338;6;6;0;0;0
APP100244;6;3;19;19;1
APP100259;6;4;2;0;0
APP100380;6;0;74;19;4
APP100195;6;6;0;0;0
APP100196;6;6;0;0;0
APP100209;6;4;30;30;1
APP100307;6;4;12;12;1
APP100308;6;4;2;2;1
APP100214;6;3;8;8;1
APP100331;6;0;369;62;6
APP100323;6;0;204;102;2
APP100135;6;3;29;29;1
APP100379;6;0;361;121;3
APP100263;6;1;175;175;1
APP100137;6;1;57;57;1
APP100180;6;2;7;7;1
APP100116;6;0;310;78;4
APP100347;6;0;57;29;2
APP100094;6;0;39;39;1
APP100359;6;0;438;49;9
APP100354;6;0;571;286;2
APP100246;6;0;416;139;3
APP1300358;6;0;342;86;4
APP100294;6;6;0;0;0
APP100352;6;0;253;64;4
APP100490;6;0;249;63;4
APP100133;6;0;343;172;2
APP100181;6;0;86;22;4
APP100127;6;0;400;200;2
APP100393;6;0;28;28;1
APP100211;6;2;15;15;1
APP100147;6;6;0;0;0
APP100212;6;1;6;6;1
APP100199;6;6;0;0;0
APP100202;6;0;15;15;1
APP100216;6;3;9;9;1
APP100229;6;3;112;112;1
APP100217;6;0;9;9;1
APP100256;6;6;0;0;0
APP100276;6;3;14;14;1
APP100096;6;4;2;0;0
APP100281;6;6;0;0;0
APP100282;6;6;0;0;0
APP100184;6;3;3;0;0
APP100204;6;3;6;0;0
APP100230;6;3;38;38;1
APP100248;6;2;9;9;1
APP100250;6;5;1;0;0
APP100291;6;3;3;3;1
APP100292;6;4;2;2;1
APP100293;6;3;3;0;0
APP100091;6;5;2;2;1
APP100092;6;3;4;4;1
APP100100;6;3;3;3;1
APP100188;6;6;0;0;0
APP100189;6;6;0;0;0
APP100190;6;6;0;0;0
APP100101;6;2;5;5;1
APP100102;6;3;3;3;1
APP100104;6;5;5;5;1
APP100219;6;0;166;166;1
APP100186;6;4;42;42;1
APP100220;6;6;0;0;0
APP100191;6;2;55;55;1
APP100192;6;4;2;0;0
APP100394;6;1;74;25;3
APP100233;6;1;40;40;1
APP100206;6;1;6;0;0
APP100225;6;4;2;0;0
APP100226;6;3;12;12;1
APP100228;5;0;455;27;17
APP100258;6;1;12;12;1
APP100290;6;2;11;11;1
APP100303;6;5;1;0;0
APP100304;6;3;11;11;1
APP100153;6;6;0;0;0
APP100154;6;6;0;0;0
APP100156;6;6;0;0;0
APP100158;6;6;0;0;0
APP100161;6;6;0;0;0
APP100164;6;6;0;0;0
APP100166;6;6;0;0;0
APP100170;6;6;0;0;0
APP100173;6;6;0;0;0
APP100176;6;5;1;0;0
APP100309;6;3;3;3;1
APP100260;6;6;0;0;0
APP100297;6;6;0;0;0
APP100299;6;6;0;0;0
APP100261;6;2;6;0;0
APP100112;6;0;1035;115;9
APP100302;6;4;2;0;0
APP100329;6;0;478;80;6
APP100108;6;6;0;0;0
APP100109;6;6;0;0;0
APP100110;6;6;0;0;0
APP100113;6;6;0;0;0
APP100114;6;6;0;0;0
APP100119;6;6;0;0;0
APP100123;6;6;0;0;0
APP100124;6;6;0;0;0
APP100125;6;6;0;0;0
APP100129;6;6;0;0;0
APP100142;6;6;0;0;0
APP100143;6;6;0;0;0
APP100144;6;6;0;0;0
APP100145;6;6;0;0;0
APP100182;6;6;0;0;0
APP100183;6;6;0;0;0
APP100197;6;6;0;0;0
APP100218;6;6;0;0;0
APP100234;6;6;0;0;0
APP100235;6;6;0;0;0
APP100236;6;6;0;0;0
APP100239;6;6;0;0;0
APP100240;6;6;0;0;0
APP100241;6;6;0;0;0
APP100242;6;6;0;0;0
APP100264;6;6;0;0;0
APP100097;6;6;0;0;0
APP100098;6;6;0;0;0
APP100099;6;6;0;0;0
APP100150;6;6;0;0;0
APP100151;6;6;0;0;0
APP100231;6;6;0;0;0
APP100249;6;6;0;0;0
APP100253;6;6;0;0;0
APP100254;6;6;0;0;0
APP100193;6;6;0;0;0
APP100194;6;6;0;0;0
APP100207;6;6;0;0;0
APP100221;6;6;0;0;0
APP100222;6;6;0;0;0
APP100223;6;6;0;0;0
APP100224;6;6;0;0;0
APP100013;6;4;19;10;2
APP100014;6;0;428;143;3
APP100015;6;0;168;56;3
APP100017;6;1;67;67;1
APP100025;6;2;112;112;1
APP100026;6;2;14;14;1
APP100027;6;4;12;12;1
APP100029;6;1;163;163;1
APP100016;6;0;789;263;3
APP100018;6;0;214;107;2
APP100019;6;0;341;341;1
APP100020;6;0;97;97;1
APP100028;6;2;75;38;2
APP100030;6;1;414;414;1
APP100031;6;2;13;7;2
APP100032;6;2;113;113;1
APP100021;6;2;18;18;1
APP100022;6;1;65;33;2
APP100023;6;1;98;98;1
APP100024;6;1;88;88;1
APP100033;6;2;49;49;1
APP100034;6;2;5;5;1
APP100035;6;1;388;388;1
APP100036;6;2;78;78;1
APP100037;6;0;1278;22;60
APP100038;6;0;367;123;3
APP100039;6;0;335;48;7
APP100041;6;0;786;79;10
APP100049;6;0;444;41;11
APP100050;6;0;545;273;2
APP100051;6;2;475;238;2
APP100053;6;0;384;384;1
APP100364;6;1;452;76;6
APP100365;6;1;209;70;3
APP1300369;6;0;255;37;7
APP1300359;6;1;259;17;16
APP100040;6;0;616;69;9
APP100042;6;0;454;91;5
APP100043;6;0;254;254;1
APP100044;6;0;165;165;1
APP100052;6;0;574;287;2
APP100054;6;0;521;174;3
APP100055;6;0;193;193;1
APP100056;6;0;228;228;1
APP100045;5;1;218;109;2
APP100046;5;1;72;24;3
APP100047;5;1;145;73;2
APP100048;5;1;233;78;3
APP100057;5;1;225;225;1
APP100058;5;1;110;55;2
APP100059;5;1;142;142;1
APP100060;5;1;209;209;1
APP100061;5;0;298;100;3
APP100063;5;2;329;66;5
APP100065;5;1;337;68;5
APP100067;5;1;46;46;1
APP100068;5;1;125;125;1
APP100069;5;0;47;47;1
APP100071;5;0;64;32;2
APP100072;5;0;376;188;2
APP100073;5;1;20;20;1
APP100074;5;1;30;30;1
APP100075;5;1;8;8;1
APP100077;5;0;95;24;4
APP100079;5;0;310;155;2
APP100080;5;0;164;164;1
APP100081;5;0;62;31;2
APP100082;5;0;268;67;4
APP100083;5;0;90;30;3
APP100084;5;0;333;167;2
APP100085;5;1;1171;131;9
APP100087;5;0;959;107;9
APP100089;5;0;1437;180;8
APP100062;5;0;343;172;2
APP100064;5;0;142;48;3
APP100066;5;0;313;35;9
APP100070;5;0;235;118;2
APP100076;5;0;81;81;1
APP100078;5;0;146;73;2
APP100086;5;0;488;488;1
APP100088;5;0;571;571;1
APP100090;5;0;756;756;1
APP100332;5;0;647;108;6
APP100001;5;0;1811;54;34
APP100002;5;0;863;288;3
APP100003;5;0;919;230;4
APP100004;5;0;583;146;4
APP100005;5;1;1472;99;15
APP100006;5;0;867;217;4
APP100007;5;0;409;59;7
APP100008;5;1;213;213;1
APP100009;5;0;253;127;2
APP100010;5;0;292;73;4
APP100011;5;0;738;148;5
APP100012;5;0;206;69;3
APP100320;6;0;277;70;4
APP100327;6;6;0;0;0
APP100288;6;4;10;10;1
APP100385;6;6;0;0;0
APP1300364;6;1;170;34;5
APP1300366;5;0;146;73;2
APP1300368;5;0;123;41;3
APP100238;6;1;184;184;1
APP100255;6;0;827;34;25
APP1300362;6;1;241;121;2
APP100316;6;0;388;78;5
APP100121;6;0;402;201;2
APP1300374;6;0;2035;45;46
APP100348;6;1;59;59;1
APP100407;4;0;703;235;3
APP100408;4;0;306;306;1
APP100409;4;0;379;127;3
APP100410;4;0;199;199;1
APP100411;4;0;137;137;1
APP100412;4;0;59;59;1
APP100403;5;0;443;56;8
APP100402;5;0;212;22;10
APP100399;5;1;390;44;9
APP100404;5;2;2;2;1
APP100401;5;2;76;16;5
APP100400;5;0;1029;172;6
APP100396;4;0;149;30;5
APP100395;5;2;3;3;1
APP100397;4;1;234;30;8
APP100398;5;1;165;14;12
APP100421;6;5;0;0;0
APP100419;4;0;155;78;2
APP100420;4;0;57;57;1
APP100414;4;0;301;301;1
APP100416;4;0;59;59;1
APP100418;4;0;168;168;1
APP1300365;5;1;127;64;2
APP1300367;5;2;91;91;1
APP100422;4;0;8;8;1
APP100423;4;2;9;9;1
APP100413;4;0;191;191;1
APP100415;4;0;145;145;1
APP100417;4;0;112;112;1
APP100424;4;0;327;327;1
APP1300360;6;1;22;22;1
APP1300361;6;1;110;28;4
APP1300363;6;0;426;213;2
APP100425;4;0;183;183;1
APP100426;6;4;1;0;0
APP100427;6;5;0;0;0
APP100428;4;2;2;2;1
APP100429;4;0;23;23;1
APP100430;4;0;244;41;6
APP100431;4;0;120;60;2
APP100432;4;0;9;9;1
APP100433;4;0;151;151;1
APP100434;4;0;137;69;2
APP100435;4;0;156;156;1
APP1300370;6;0;207;104;2
APP1300371;6;0;179;179;1
APP100165;6;6;0;0;0
APP100363;6;0;125;42;3
APP100442;4;0;175;175;1
APP100357;6;0;262;131;2
APP100444;4;0;491;123;4
APP100445;4;0;96;96;1
APP100446;4;0;56;56;1
APP100447;4;0;197;197;1
APP100448;4;0;94;47;2
APP100449;4;0;132;132;1
APP100441;4;0;151;151;1
APP100451;4;0;229;58;4
APP100452;4;0;174;174;1
APP100453;4;1;3;3;1
APP100454;4;0;83;83;1
APP100455;4;0;142;48;3
APP100456;4;0;70;70;1
APP100457;4;0;126;63;2
APP100458;4;3;3;3;1
APP100459;4;0;9;9;1
APP100460;4;0;245;41;6
APP100461;4;1;3;3;1
APP100462;4;0;140;140;1
APP100463;4;0;210;70;3
APP100464;4;0;164;164;1
APP100465;4;0;134;27;5
APP100466;4;0;203;203;1
APP100467;4;2;4;4;1
APP100468;4;4;0;0;0
APP100469;4;1;28;28;1
APP100470;4;0;182;182;1
APP100471;4;0;128;43;3
APP100472;4;0;144;144;1
APP100473;4;0;117;117;1
APP100474;4;0;158;79;2
APP100475;4;1;132;132;1
APP100476;4;0;182;182;1
APP100477;4;0;190;190;1
APP100478;4;0;264;264;1
APP100479;4;1;67;67;1
APP100480;4;0;202;202;1
APP100481;4;0;134;134;1
APP100482;4;0;195;195;1
APP100483;6;0;442;89;5
APP100324;6;0;368;53;7
APP100111;6;0;1404;62;23
APP100201;6;0;735;41;18
APP100487;6;0;426;86;5
APP100488;6;0;500;72;7
APP100489;6;0;434;28;16
APP100341;6;0;9;9;1
APP100491;6;0;379;95;4
APP100237;6;4;31;31;1
APP100493;6;0;214;107;2
APP100494;6;0;300;75;4
APP100495;6;0;518;130;4
APP100496;6;0;290;58;5
APP100497;6;0;221;221;1
APP100498;6;0;313;105;3
APP100345;5;1;410;82;5
APP100155;6;6;0;0;0
APP100501;4;0;105;105;1
APP100502;4;0;97;97;1
APP100503;4;0;224;224;1
APP100504;4;0;74;74;1
APP100505;4;0;106;106;1
APP100506;4;0;134;134;1
APP100507;4;1;48;48;1
APP100508;4;0;95;95;1
APP100509;4;0;183;183;1
APP100510;4;0;123;123;1
APP100511;4;1;33;33;1
APP100512;4;0;104;104;1
APP100513;4;0;209;105;2
APP100514;4;0;140;140;1
APP100515;4;4;0;0;0
APP100516;4;0;130;130;1
APP100517;6;0;1089;65;17
APP100518;6;0;395;66;6
APP100519;6;1;761;59;13
APP100520;6;0;7;0;0
APP100524;6;2;6;0;0
APP100523;6;0;40;20;2
APP100521;4;0;275;138;2
APP100522;4;0;185;185;1
APP100525;4;0;58;58;1
APP100526;4;0;192;192;1
APP100527;4;0;122;122;1
APP100528;4;0;47;24;2
APP100529;4;0;102;51;2
APP100530;4;0;76;76;1
APP100532;6;0;711;48;15
APP100533;6;0;291;73;4
APP100534;4;0;151;76;2
APP100535;4;0;148;148;1
APP100437;6;5;4;0;0
APP100436;6;4;17;0;0
APP100438;6;4;4801;241;20
APP100531;6;5;1;0;0
APP100450;6;5;-1;0;0
APP100536;4;0;192;64;3
APP100537;4;0;217;217;1
APP100538;4;0;217;217;1
APP100539;4;0;148;74;2
APP100540;4;0;51;51;1
APP100541;4;0;21;11;2
APP100542;4;0;193;193;1
APP100543;6;0;245;28;9
APP100544;6;0;293;147;2
APP100545;6;0;253;64;4
APP100546;6;0;299;60;5
APP100547;6;0;282;141;2
APP100548;6;0;274;274;1
APP100549;4;0;382;382;1
APP100550;4;0;198;99;2
APP100551;6;0;235;79;3
APP100552;6;0;22;22;1
APP100553;6;0;137;69;2
APP100554;6;0;461;116;4
APP100555;6;0;211;71;3
APP100556;6;0;594;297;2
APP100557;6;0;252;126;2
APP100558;6;0;371;38;10
APP100559;6;0;193;193;1
APP100560;6;0;357;119;3
APP100561;6;0;988;62;16
APP100562;6;0;210;53;4
APP100563;6;0;412;83;5
APP100564;6;0;197;197;1
APP100565;4;0;68;68;1
APP100566;4;0;190;28;7
APP100570;6;0;288;144;2
APP100568;4;0;204;204;1
APP100569;4;0;157;157;1
APP100567;5;1;21;0;0
APP100571;6;0;272;68;4
APP100572;6;0;243;81;3
APP100573;6;0;304;152;2
APP100574;6;0;485;243;2
APP100575;6;0;499;167;3
APP100576;6;0;433;109;4
APP100577;6;0;261;29;9
APP100578;6;0;1312;60;22
APP100579;6;0;281;57;5
APP100580;6;0;152;152;1
APP100581;6;0;262;88;3
APP100582;6;0;545;78;7
APP100583;5;0;248;50;5
APP100584;6;0;380;30;13
APP100585;5;1;431;72;6
APP100586;6;0;524;48;11
APP100587;4;0;190;48;4
APP100588;6;0;1518;48;32
APP100589;6;0;680;68;10
APP100590;6;0;2483;32;78
APP100591;6;0;728;34;22
APP100592;6;0;930;55;17
APP100593;6;0;353;23;16
APP100594;6;0;431;108;4
APP100595;6;0;305;102;3
APP100596;6;0;429;36;12
APP100597;6;0;177;45;4
APP100598;4;0;269;54;5
APP100599;4;0;160;80;2
APP100600;4;0;270;270;1
APP100601;4;0;135;135;1
APP100602;4;0;364;364;1
APP100603;4;0;276;276;1
APP100604;4;0;159;159;1
APP100605;5;2;96;96;1
APP100606;5;0;139;139;1
APP100607;5;0;144;144;1
APP100608;5;0;110;110;1
APP100609;6;0;219;110;2
APP100610;6;0;253;64;4
APP100611;6;0;330;110;3
APP100612;6;0;297;38;8
APP100640;6;0;544;61;9
APP100613;6;0;259;130;2
APP100614;6;5;282;141;2
APP100615;6;6;172;43;4
APP100616;6;6;474;40;12
APP100617;6;0;375;42;9
APP100618;6;6;195;49;4
APP100619;5;6;236;59;4
APP100620;5;6;203;102;2
APP100621;5;1;147;147;1
APP100622;6;6;0;0;0
APP100623;6;6;0;0;0
APP100624;6;6;0;0;0
APP100625;6;6;138;69;2
APP100626;6;0;253;127;2
APP100627;6;6;238;238;1
APP100628;5;5;527;88;6
APP100629;6;1;353;45;8
APP100630;6;5;572;191;3
APP100631;5;4;211;106;2
APP100632;5;6;230;77;3
APP100633;5;6;226;113;2
APP100634;5;4;192;96;2
APP100635;5;5;188;63;3
APP100636;6;6;419;70;6
APP100637;6;6;282;141;2
APP100638;6;6;333;84;4
APP100639;6;0;258;43;6
APP100641;6;2;342;86;4
APP100642;6;2;473;119;4
APP100643;6;0;374;54;7
APP100644;6;0;989;55;18
APP100645;4;0;434;434;1
APP100646;4;0;173;173;1
APP100647;4;0;199;199;1
APP100648;4;0;176;176;1
APP100649;6;1;36;18;2
APP100650;6;0;102;102;1
APP100651;5;0;222;74;3
APP100652;5;1;200;40;5
APP100653;5;0;200;100;2
APP100654;5;0;185;185;1
APP100655;5;5;0;0;0
APP100656;5;0;184;184;1
APP100657;5;0;436;436;1
APP100658;5;0;361;361;1
APP100659;5;0;433;433;1
APP100660;5;0;443;0;0
APP100661;5;0;436;436;1
APP100662;5;0;421;421;1
APP100663;6;0;452;46;10
APP100664;6;0;74;37;2
APP100665;6;0;153;51;3
APP100666;6;0;223;223;1
APP100667;6;0;168;84;2
APP100668;6;0;184;62;3
APP100669;6;0;134;134;1
APP100670;6;0;156;78;2
APP100671;6;0;191;64;3
APP100672;6;4;6;6;1
APP100673;6;6;0;0;0
APP100674;6;0;548;40;14
APP100675;6;0;198;99;2
APP100676;6;0;454;454;1
APP100677;6;2;155;78;2
APP100678;6;0;171;171;1
APP100679;5;1;463;463;1
APP100680;6;0;375;375;1
APP100681;6;0;238;119;2
APP100682;5;0;287;287;1
APP100683;5;0;199;199;1
APP100684;5;1;116;116;1
APP100685;5;0;234;234;1
APP100686;6;2;126;126;1
APP100687;6;0;428;39;11
APP100688;6;0;194;97;2
APP100689;6;0;273;273;1
APP100690;6;2;130;44;3
APP100691;6;0;241;241;1
APP100692;5;3;142;142;1
APP100693;6;0;234;234;1
APP100694;6;0;165;83;2
APP100695;5;1;87;87;1
APP100696;5;1;108;108;1
APP100697;5;1;101;101;1
APP100698;5;0;322;322;1
APP100699;6;0;196;98;2
APP100700;6;0;187;94;2
APP100701;6;0;197;99;2
APP100702;6;0;322;322;1
APP100703;6;0;214;214;1
APP100704;6;0;278;56;5
APP100705;6;0;142;71;2
APP100706;6;0;249;42;6
APP100707;6;2;73;37;2
APP100708;6;0;411;103;4
APP100709;6;0;200;200;1
APP100710;6;0;395;99;4
APP100711;6;0;338;169;2
APP100712;6;0;290;290;1
APP100713;6;0;188;188;1
APP100714;6;0;415;104;4
APP100715;6;0;234;234;1
APP100716;6;0;325;325;1
APP100717;6;2;7;7;1
APP100718;6;1;199;199;1
APP100719;6;0;171;57;3
APP100720;6;4;4;0;0
APP100721;6;1;293;74;4
APP100722;6;0;100;50;2
APP100723;6;1;76;76;1
APP100724;6;0;30;0;0
APP100725;6;6;0;0;0
APP100726;6;0;323;108;3
APP100728;6;0;179;90;2
APP100727;6;1;39;13;3
APP100738;6;0;227;114;2
APP100740;6;1;158;158;1
APP100741;6;1;197;197;1
APP100742;6;1;73;37;2
APP100743;6;0;436;49;9
APP100744;6;1;46;16;3
APP100745;6;6;0;0;0
APP100746;6;0;113;57;2
APP100747;6;6;0;0;0
APP100748;6;6;0;0;0
APP100749;6;0;158;158;1
APP100750;6;0;186;62;3
APP100751;6;2;205;41;5
APP100752;6;0;212;106;2
APP100753;5;0;72;72;1
APP100754;5;0;132;132;1
APP100755;5;0;105;105;1
APP100756;5;0;180;180;1
APP100757;6;6;0;0;0
APP100758;6;1;98;49;2
APP100729;6;1;161;161;1
APP100730;6;1;57;29;2
APP100731;6;1;108;54;2
APP100732;6;0;161;81;2
APP100733;6;0;113;113;1
APP100734;6;0;91;31;3
APP100735;6;0;169;169;1
APP100737;6;0;122;61;2
APP100736;6;0;105;105;1
APP100771;6;1;270;270;1
APP100770;6;0;419;419;1
APP100781;6;5;0;0;0
APP100779;6;0;87;22;4
APP100780;6;0;165;165;1
APP100762;6;1;158;53;3
APP100763;6;1;206;206;1
APP100774;6;1;147;74;2
APP100775;6;1;55;55;1
APP100764;6;1;176;176;1
APP100784;6;1;165;165;1
APP100785;6;1;205;69;3
APP100759;6;1;172;172;1
APP100772;6;0;110;55;2
APP100773;6;0;210;210;1
APP100782;6;1;163;82;2
APP100761;6;1;120;60;2
APP100783;6;1;78;78;1
APP100760;6;1;202;202;1
APP100776;6;1;138;35;4
APP100777;6;0;157;79;2
APP100778;6;5;0;0;0
APP100767;4;0;313;53;6
APP100766;4;0;339;49;7
APP100765;4;1;71;8;10
APP100769;4;0;85;17;5
APP100768;4;0;57;15;4
APP100739;6;2;4;0;0
APP100786;6;0;53;27;2
APP100787;6;1;91;91;1
APP100788;6;5;0;0;0
APP100789;6;1;48;10;5
APP100790;6;1;47;24;2
APP100791;6;6;0;0;0
APP100792;6;2;99;20;5
APP100793;6;1;103;52;2
APP100794;6;1;154;52;3
APP100795;6;1;143;36;4
APP100796;6;1;114;38;3
APP100797;6;1;124;124;1
APP100798;6;1;70;14;5
APP100799;6;1;119;119;1
APP100800;6;1;162;27;6
APP100801;6;1;54;14;4
APP100802;6;1;162;162;1
APP100803;6;1;160;160;1
APP100804;6;1;169;43;4
APP100805;6;1;132;44;3
APP100806;6;1;113;57;2
APP100807;6;1;116;116;1
APP100808;6;1;121;21;6
APP100809;6;1;144;72;2
APP100810;6;1;195;49;4
APP100811;6;1;88;30;3
ACS022561;8;0;1736;0;0
ACS022559;8;0;1285;0;0
ACS022560;8;0;1462;0;0
ACS021566;8;0;237;12;21
ACS021567;8;0;261;11;25
ACS021002;5;5;0;0;0
ACS020397;5;4;0;0;1
ACS020398;5;5;0;0;0
ACS021004;10;8;0;0;1
ACS021003;10;10;0;0;0
ACS020393;10;2;435;21;21
ACS020395;10;2;1225;112;11
ACS020394;10;3;585;84;7
ACS020396;10;2;697;31;23
ACS022126;8;0;511;25;21
ACS021901;8;1;67;67;1
ACS020708;10;1;1221;94;13
ACS020709;10;2;1377;115;12
ACS020710;10;1;1491;299;5
ACS020391;8;0;2322;137;17
ACS019729;8;0;1135;163;7
ACS019731;8;2;31;31;1
ACS019730;8;0;1076;1076;1
ACS019733;8;0;1253;74;17
ACS019732;8;0;1128;564;2
ACS021328;4;0;491;82;6
ACS021327;4;1;121;6;21
ACS021329;4;1;106;6;18
ACS022130;8;1;170;22;8
ACS022129;8;0;435;40;11
ACS022128;8;0;583;53;11
ACS022127;8;2;503;18;28
ACS022131;8;1;343;7;53
ACS022315;8;2;23;23;1
ACS022558;11;0;4336;4336;1
ACS022132;11;0;2121;30;73
ACS020125;10;3;242;8;33
ACS020219;10;2;360;90;4
ACS021333;10;2;2956;228;13
ACS021332;10;2;469;11;46
ACS021331;10;2;1563;56;28
ACS020408;5;4;0;0;1
ACS020407;5;3;0;0;1
ACS020409;5;3;0;0;1
ACS020406;5;5;0;0;0
ACS020405;5;4;0;0;1
ACS020404;10;2;464;93;5
ACS020402;10;3;250;28;9
ACS020273;10;2;468;117;4
ACS020403;10;5;30;30;1
ACS020401;10;9;0;0;0
ACS020274;10;1;471;30;16
ACS021334;4;3;0;0;1
ACS021335;4;3;0;0;1
ACS021336;4;2;0;0;1
ACS022441;8;0;995;53;19
ACS022442;8;0;1150;96;12
ACS021755;8;0;235;34;7
ACS021752;8;1;707;177;4
ACS021751;8;0;576;288;2
ACS021754;8;1;100;100;1
ACS021753;8;0;295;74;4
ACS022563;8;8;0;0;0
ACS022564;8;8;0;0;0
ACS022319;4;1;131;17;8
ACS022317;4;0;438;49;9
ACS022318;4;2;26;3;12
ACS022316;4;1;638;54;12
ACS021570;5;0;128;11;12
ACS021571;5;1;297;11;28
ACS021569;5;1;400;58;7
ACS022125;8;0;4220;46;93
ACS020876;5;2;61;0;0
ACS020877;5;4;0;0;1
ACS020882;5;4;0;0;1
ACS020880;5;5;0;0;0
ACS020881;5;4;0;0;1
ACS020891;10;2;413;13;34
ACS020890;10;2;1052;51;21
ACS020892;10;2;1218;136;9
ACS020889;10;5;86;86;1
ACS020888;10;1;465;8;61
ACS020871;10;9;0;0;1
ACS020874;10;9;0;0;1
ACS020872;10;3;498;56;9
ACS020887;10;2;390;13;32
ACS020875;10;9;0;0;1
ACS020870;10;1;1074;90;12
ACS020873;10;10;0;0;0
ACS020878;10;2;642;22;30
ACS020883;10;2;575;34;17
ACS020879;10;8;0;0;1
ACS020884;10;2;1084;99;11
ACS020885;10;1;1157;145;8
ACS020886;10;4;24;24;1
ACS021900;8;1;51;51;1
ACS022325;4;0;86;13;7
ACS022327;4;0;77;26;3
ACS022326;4;0;438;110;4
ACS022328;4;0;1453;291;5
ACS020586;5;2;579;49;12
